Title1,Title2,Title3,Title4,Title5,RegulatorRuleFullRequirement
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.2 Obligation to pay periodic fees,Calculating all other fees in the second and subsequent years of authorisation where a full year of tariff data is not available,"Where the measure is not cumulative (e.g. the number of traders for fee-block A10), the firm must use the figure relating to the valuation date specified in FEES 4 Annex 1R Part 548 (e.g. 31 December for A10)48. Table A sets out the reporting requirements for the key fee-blocks when full48 actual data is not available:
Table A: calculating tariff data for second and subsequent years of authorisation when full trading figures are not available
Fee-block
Tariff base
Calculation where trading data are not available
A1. Deposit acceptors
Average MELS for October - December
Use data available at 31 December or, if trading has not commenced by 31 December, use nil48.
A2. Home finance providers and administrators
Number of relevant contracts entered into or being administered in the twelve months up to 31 December
Apply the formula (A÷B) x 12 to arrive at an annualised figure.
A3. Insurers - general
Gross written premium for fees purposes (GWP) 43for the financial year ended in the calendar year ending 31 December and best estimate liabilities for fees purposes (BEL) 43 valued at the end of the financial year
GWP 43 – apply the formula (A÷B) x 12 to arrive at an annualised figure.
BEL – use 43 data at valuation date or, if trading has not commenced by then, use nil48.
A4. Insurers - life
Gross written premium for fees purposes (GWP) 43 for the financial year ended in the calendar year ending 31 December and best estimate liabilities for fees purposes (BEL) 43 valued at the end of the financial year
A5. Managing agents at Lloyd’s
Active capacity in respect of the underwriting year at the beginning of the period to which the fee relates
Not applicable.
A6. The Society of Lloyd’s
Bespoke fee
Not applicable.
A7. Portfolio managers
Funds under management valued at 31 December
Use data as at 31 December or, if trading has not commenced by 31 December, use nil48.
A9. Managers and depositaries of investment funds, and operators of collective investment schemes or pension schemes
Annual gross income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at an annualised figure.
A10. Firms dealing as principal
Number of traders as at 31 December
Use data as at 31 December or, if trading has not commenced by 31 December, use nil48.
A13. Advisors, arrangers, dealers or brokers
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure
A14. Corporate finance advisers
A18. Home finance providers, advisers and arrangers
A19. General insurance distribution44
A21. Firms holding client money or assets, or both
The highest amount of client money and the highest amount of custody assets held over the 12 months ending 31 December
The highest amount of client money and/or custody assets over the period between the date of authorisation and 31 December or, if trading has not started, use nil48.
B. Market operators,41 MTF operators and OTF operators41
Flat fee
Not applicable.
B. Service companies
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure.
B. Regulated benchmark45 administrators
Annual income for the financial year ended in the calendar year ending 31 December39
Apply the formula (A÷B) x 12 to arrive at the annualised figure.39
B. Recognised investment exchanges
Annual income for the financial year ended in the calendar year ending 31 December39
Apply the formula (A÷B) x 12 to arrive at the annualised figure.39
B. Recognised auction platforms
Flat fee
Not applicable.
B. Recognised overseas investment exchanges
Flat fee
Not applicable.
CC1. Credit-related regulated activities with limited permission
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at an annualised figure.
CC2. Credit related regulated activities
40
40
40
G.2 Payment services institutions – deposit acceptors
See A1 deposit acceptors
G.3. Large payment services institutions
Relevant income
Apply the formula (A÷B) x 12 to arrive at an annualised figure.
G.4 Small payment institutions
Flat fee
Not applicable.
G.5 Other payment institutions
Relevant income
Apply the formula (A÷B) x 12 to arrive at an annualised figure.
G.10 Large electronic money institutions
Average outstanding e-money over 12 months ending 31 December
Average over the period from authorisation to 31 December.
G.11 Small electronic money institutions
Flat fee
Not applicable.
G.15 Issuer of regulated covered bonds
Value as at 31 December
Not applicable.
G.20 Consumer buy-to-let (CBTL) lender
Flat fee
Not applicable.
G.21 CBTL adviser and arranger"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.2 Obligation to pay periodic fees,Calculating all other fees in the second and subsequent years of authorisation where a full year of tariff data is not available,"Where the measure is not cumulative (e.g. the number of traders for fee-block A10), the firm must use the figure relating to the valuation date specified in FEES 4 Annex 1R Part 5 (e.g. 31 December for A10). Table A sets out the reporting requirements for the key fee-blocks when full actual data is not available:Table A: calculating tariff data for second and subsequent years of authorisation when full trading figures are not available

Fee-block
Tariff base
Calculation where trading data are not available


A1. Deposit acceptors
Average MELS for October - December
Use data available at 31 December or, if trading has not commenced by 31 December, use nil.


A2. Home finance providers and administrators
Number of relevant contracts entered into or being administered in the twelve months up to 31 December
Apply the formula (A÷B) x 12 to arrive at an annualised figure.


A3. Insurers - general
Gross written premium for fees purposes (GWP) for the financial year ended in the calendar year ending 31 December and best estimate liabilities for fees purposes (BEL)  valued at the end of the financial year
GWP  – apply the formula (A÷B) x 12 to arrive at an annualised figure.

BEL – use  data at valuation date or, if trading has not commenced by then, use nil.


A4. Insurers - life
Gross written premium for fees purposes (GWP)  for the financial year ended in the calendar year ending 31 December and best estimate liabilities for fees purposes (BEL)  valued at the end of the financial year


A5. Managing agents at Lloyd’s
Active capacity in respect of the underwriting year at the beginning of the period to which the fee relates
Not applicable.


A6. The Society of Lloyd’s 
Bespoke fee
Not applicable.


A7. Portfolio managers
Funds under management valued at 31 December
Use data as at 31 December or, if trading has not commenced by 31 December, use nil.


A9. Managers and depositaries of investment funds, and operators of collective investment schemes or pension schemes
Annual gross income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at an annualised figure.


A10. Firms dealing as principal
Number of traders as at 31 December 
Use data as at 31 December or, if trading has not commenced by 31 December, use nil.


A13. Advisors, arrangers, dealers or brokers
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure


A14. Corporate finance advisers


A18. Home finance providers, advisers and arrangers


A19. General insurance distribution


A21. Firms holding client money or assets, or both
The highest amount of client money and the highest amount of custody assets held over the 12 months ending 31 December
The highest amount of client money and/or custody assets over the period between the date of authorisation and 31 December or, if trading has not started, use nil.


B. Market operators, MTF operators and OTF operators 
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure.


B. Service companies
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure.


B. Regulated benchmark administrators
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure.


B. Recognised investment exchanges
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at the annualised figure.


B. Recognised auction platforms
Flat fee
Not applicable


B. Recognised overseas investment exchanges
Flat fee
Not applicable.


CC1. Credit-related regulated activities with limited permission
Annual income for the financial year ended in the calendar year ending 31 December
Apply the formula (A÷B) x 12 to arrive at an annualised figure.


CC2. Credit related regulated activities







G.2 Payment services institutions – deposit acceptors
See A1 deposit acceptors


G.3. Large payment services institutions
Relevant income
Apply the formula (A÷B) x 12 to arrive at an annualised figure.


G.4 Small payment institutions
Flat fee
Not applicable.


G.5 Other payment institutions
Relevant income
Apply the formula (A÷B) x 12 to arrive at an annualised figure.


G.10 Large electronic money institutions
Average outstanding e-money over 12 months ending 31 December
Average over the period from authorisation to 31 December.


G.11 Small electronic money institutions
Flat fee
Not applicable.


G.15 Issuer of regulated covered bonds
Value as at 31 December
Not applicable.


G.20 Consumer buy-to-let (CBTL) lender
Flat fee
Not applicable.


G.21 CBTL adviser and arranger"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.2 Obligation to pay periodic fees,Calculating all other fees in the second and subsequent years of authorisation where a full year of tariff data is not available,"In relation to an incoming EEA firm or an incoming Treaty firm the modification provisions of FEES 4.2.7 R apply only in relation to the relevant regulated activities of the firm, which are passported activities or Treaty activities and which are carried on in the United Kingdom, and which are not provided on a cross border services basis. For payment services and electronic money issuance, 12the adjustment only applies to the business to which the calculation made in FEES 4.3.12A R relates. 9"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.2 Obligation to pay periodic fees,Calculating all other fees in the second and subsequent years of authorisation where a full year of tariff data is not available,"For payment services and electronic money issuance, 12the adjustment only applies to the business to which the calculation made in FEES 4.3.12A R relates. 9"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.2 Obligation to pay periodic fees,Fee payers ceasing to hold relevant status or reducing the scope of their permission after start of relevant period,"The FCA  will not refund periodic fees if, after the start of the period to which they relate:
a fee payer ceases to have the status set out in column (1) of the table in FEES 4.2.11 R34; or
a firm reduces its permission or payment services activities 9so that it then falls out of the fee-block previously applied to it;9
(but see FEES 2.3 (Relieving Provisions) and FEES 4.3.13 R (Firms Applying to Cancel or Vary Permission Before Start of Period))."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.2 Obligation to pay periodic fees,Extension of Time,"A person need not pay a periodic fee on the date on which it is due under the relevant provision in FEES 4.2.1 R, if:
that date falls during a period during which circumstances of the sort set out in GEN 1.3.2 R (Emergencies) exist, and that person has reasonable grounds to believe that those circumstances impair its ability to pay the fee, in which case he must pay it on or before the fifth business day after the end of that period; or
unless FEES 4.3.6R (3),  FEES 4.3.6R (4) or FEES 4.3.6R (4A)9 (Time and method for payment) applies, that date would otherwise fall on or before the 30th day after the date on which the FCA (in its own capacity or in its capacity as collection 34agent for the PRA)54 has sent written notification to that person of the fee payable on that date, in which case he must pay on or before the 30th day after the date on which the FCA54 sends the notification."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",,"The periodic fee payable by a firm (except an AIFM qualifier, ICVC or a UCITS qualifier) is:
each periodic fee applicable to it calculated in accordance with FEES 4.3.3 R, using information obtained in accordance with FEES 4.4; plus7
any periodic fee applicable to it calculated in accordance with FEES 4.3.3A R using information relating to its UK business obtained in accordance with FEES 4.4 (or by other means in the case of the Bank of England); less7
any deductions from the periodic fee specified in Part 2 of FEES 4 Annex 2AR 17or Part 7 of24 FEES 4 Annex 11R17. 7"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",,"The amount payable by each firm will depend upon the category (or categories) of regulated activities or payment services it is engaged in (fee-blocks)and whether it is issuing electronic money,10 and on the amount of business it conducts in each category (tariff base).  The fee-blocks and tariffs are identified in FEES 4 Annex 1AR 17 (and guidance on calculating certain of the tariffs is at FEES 4 Annex 12 G and 17FEES 4 Annex 13G15) 17while 24 FEES 4 Annex 2AR sets 17 out the tariff rates for the relevant fee year.23 In the case of firms that provide payment services and/or issue electronic money10, the relevant fee blocks, tariffs and rates are set out in FEES 4 Annex 11R17.
Incoming EEA firms, incoming Treaty firms,10 EEA authorised payment institutions7 and EEA authorised electronic money institutions10receive a discount to reflect the reduced scope of the appropriate regulator's responsibilities in respect of them. The level of the discount varies from fee-block to fee-block, according to the division of responsibilities between the appropriate regulator and Home state regulators for firms in each fee-block (see FEES 4.3.11 G,7 FEES 4.3.12 R and FEES 4.3.12A R).7"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)","107Calculation of periodic fee for fee-paying payment service providers, CBTL firms, data reporting services providers (other than incoming data reporting services providers) and fee-paying electronic money issuers","The periodic fee referred to in FEES 4.3.1 R in relation to fee-paying payment service providers, CBTL firms 16, data reporting services providers (other than incoming data reporting services providers)20 and fee-paying electronic money issuers10 is calculated in accordance with FEES 4 Annex 11 R."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)","107Calculation of periodic fee for fee-paying payment service providers, CBTL firms, data reporting services providers (other than incoming data reporting services providers) and fee-paying electronic money issuers","The periodic fee referred to in FEES 4.3.1 R in relation to fee-paying payment service providers, CBTL firms 16, data reporting services providers 22 and fee-paying electronic money issuers10 is calculated in accordance with FEES 4 Annex 11 R."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Modification for firms with new or extended permissions,"A firm which becomes authorised or registered during the course of a fee year23 will be required to pay a proportion of the periodic fee which reflects the proportion of the year for which it will have a permission or the right to provide particular payment services or the right to issue electronic money107- see FEES 4.2.5 G and FEES 4.2.6 R.
Similarly a firm which extends its permission or its right to provide particular payment services 7so that its business then falls within additional fee blocks will be required to pay a further periodic fee under this section for those additional fee blocks, but discounted to reflect the proportion of the year for which the firm has the extended permission or payment services activity 7- see FEES 4.2.6 R and FEES 4.2.7 R.
These provisions apply (with some changes) to incoming EEA firms,10 incoming Treaty firms, EEA authorised payment institutions and EEA authorised electronic money institutions.10
5These provisions do not apply to a firm's periodic fees in relation to its permission for operating a multilateral trading facility obtained from the FCA23 during the course of a fee year.23"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Amount payable by the Society of Lloyd's,The periodic fee referred to in FEES 4.3.1 R in relation to the Society is specified against its name in FEES 4 Annex 2AR 17.
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Groups of firms,"A firm which is a member of a group may pay all of the amounts due from other firms in the same group under FEES 4.2.1 R, if:
it notifies the FCA (in its own capacity and, if applicable, in its capacity as collection agent for the PRA)23 in writing of the name of each other firm within the group for which it will pay; and
it pays the fees, in accordance with this chapter, as a single amount as if that were the amount required from the firm under FEES 4.2.1 R."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Groups of firms,A notification under FEES 4.3.7R (1) should be made in accordance with SUP 15.7 (Form and method of notification).
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Groups of firms,"If the payment made does not satisfy in full the periodic fees payable by all of the members of the group notified to the FCA under FEES 4.3.7 R, the FCA (in its own capacity and, if applicable, in its capacity as collection 17agent for the PRA)23 will apply the sum received among the firms which have been identified in the notification given under FEES 4.3.7R (1) in proportion to the amounts due from them. Each firm will remain responsible for the payment of the outstanding balance attributable to it."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Groups of firms,"If a firm pays its fees through an agent outside the scope of FEES 4.3.7 R, the firm is responsible for ensuring that the FCA (in its own capacity and, if applicable, in its capacity as collection agent for the PRA)23 is informed that the sum being paid is for that firm's periodic fees."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)","Incoming EEA firms, incoming Treaty firms, EEA authorised payment institutions and EEA authorised electronic money institutions107","The FCA recognises that its responsibilities in respect of an incoming EEA firm, an incoming Treaty firm, an EEA authorised payment institution or an EEA authorised electronic money institution are reduced compared with a firm which is incorporated in the United Kingdom.17
Accordingly the periodic fees which would otherwise be applicable to incoming EEA firms, incoming Treaty firms, EEA authorised payment institutions and EEA authorised electronic money institutions are reduced.17"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)","Incoming EEA firms, incoming Treaty firms, EEA authorised payment institutions and EEA authorised electronic money institutions107","For an incoming EEA firm, (excluding MTF and OTF operators), 5 or an incoming Treaty firm, the calculation required by FEES 4.3.3 R is modified as follows:
the tariffs set out in 24 Part 1 of FEES 4 Annex 2AR 17 are applied only to the regulated activities of the firm which are carried on in the United Kingdom; and
those tariffs are modified in accordance with Part 3 of FEES 4 Annex 2AR17."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)","Incoming EEA firms, incoming Treaty firms, EEA authorised payment institutions and EEA authorised electronic money institutions107","For:
a full credit institution which is a fee-paying payment service provider and an EEA firm; or
a full credit institution which is a fee-paying electronic money issuer and an EEA firm; or
an EEA authorised payment institution; or
an EEA authorised electronic money institution;
the calculation required by FEES 4.3.3A R is modified as follows:
the tariffs set out in Part 5 of FEES 4 Annex 11 are only applied to the payment services or electronic money issuance10of the firm carried on from an establishment in the United Kingdom, including any payment services carried on10 through any of its agents established in the United Kingdom; and
those tariffs are modified in accordance with Part 7 of FEES 4 Annex 11."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Firms Applying to Cancel or Vary Permission Before Start of Period,"If:
a firm:
makes an application to vary its permission (by reducing its scope), or cancel it, in the way set out in SUP 6.3.15D(3) (Variation of permission) and SUP 6.4.5D (Cancellation of permission); or20
applies to vary (by reducing its scope) or cancel its authorisation or registration (regulation 8 and 10(1) of the Payment Services Regulations including as applied by regulation 14 of the Payment Services Regulations); or20
applies to cancel its authorisation or registration (regulation 10 and 12 of the Electronic Money Regulations including as applied by regulation 15 of the Electronic Money Regulations); or20
applies for revocation of its registration under article 13(c) of the MCD Order; or20
applies to vary (by reducing its scope) or cancel its authorisation as a data reporting services provider under regulation 11 and 12 of the DRS Regulations; or20
an issuer makes an application for de-listing; or20
a sponsor notifies the FCA of its intention to be removed from the list of approved sponsors; and20
the firm, issuer or sponsor1 makes the application or notification 1referred to in (a), (aa) or (ab) respectively20, before the start of the fee year24 to which the fee relates;
FEES 4.2.1 R applies to the firm as if the relevant variation or cancellation of the firm's permission or authorisation or registration under the Payment Services Regulations, MCD Order, DRS Regulations20  or the Electronic Money Regulations10, 7 de-listing or removal from the list of approved sponsors,1 took effect immediately before the start of the fee year24 to which the fee relates.
But (1) does not apply if, due to the continuing nature of the business, the variation, cancellation, de-listing or removal1 is not to take effect on or before 30 June of the fee year to which the fee relates24."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Firms Applying to Cancel or Vary Permission Before Start of Period,"The due dates for payment of periodic fees are modified by FEES 4.3.6R(3), FEES 4.3.6R(4) and FEES 4.3.6R(4A) respectively where:
a firm has applied to cancel its:20
Part 4A permission; or20
its authorisation or registration under the Payment Services Regulations or the Electronic Money Regulations; or20
its registration as a CBTL firm under article 13(c) of the MCD Order; or20
authorisation under regulation 11 of the DRS Regulations; or20
the FCA has exercised its:20
own-initiative powers to cancel a firm's  Part 4A permission; or20
powers under regulation 10 (Cancellation of authorisation), including as applied by regulation 14 (Supplementary provisions) of the Payment Services Regulations to cancel a firm's authorisation or registration under the Payment Services Regulations; or20
powers under regulation 10 (Cancellation of authorisation), including as applied by regulation 15 (Supplementary provisions) of the Electronic Money Regulations or regulation 11 of the DRS Regulations; or 20
powers under article 13 (Revocation of registration), excluding article 13(c), of the MCD Order.20"
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Firms Applying to Cancel or Vary Permission Before Start of Period,"The due dates for payment of periodic fees are modified by FEES 4.3.6R(3), FEES 4.3.6R(4),  FEES 4.3.6R(4A)  and FEES 4.3.4R(7), respectively where:
(1) a firm has applied to cancel its:
(a) Part 4A permission; or
(b) its authorisation or registration under the Payment Services Regulations or the Electronic Money Regulations; or
(c) its registration as a CBTL firm under article 13(c) of the MCD Order; or
(d) authorisation under regulation 11 of the DRS Regulations; or

(2) the FCA has exercised its:
(a) own-initiative powers to cancel a firm's  Part 4A permission; or
(aa) power to annul the cancellation or variation of a person’s Part 4A permission under Schedule 6A to the Act; or 
(b) powers under regulation 10 (Cancellation of authorisation), including as applied by regulation 14 (Supplementary provisions) of the Payment Services Regulations to cancel a firm's authorisation or registration under the Payment Services Regulations; or
(c) powers under regulation 10 (Cancellation of authorisation), including as applied by regulation 15 (Supplementary provisions) of the Electronic Money Regulations or regulation 11 of the DRS Regulations; or 
(d) powers under article 13 (Revocation of registration), excluding article 13(c), of the MCD Order."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Firms acquiring businesses from other firms,"This rule applies if:
a firm (A)
acquires all or a part of the business of another firm (B), whether by merger, acquisition of goodwill or otherwise; and
would be required to pay a periodic fee in the fee year in which the acquisition takes place; or
becomes authorised or registered as a result of another firm’s (B) simple change of legal status (as defined in FEES 3 Annex 1R Part 6); and
had that acquisition or simple change of legal status (or any associated cancellation) not taken place, a periodic fee would have been payable by B in that same fee year.
If, before the date of acquisition or simple change of legal status, B had paid any periodic fee that would have become payable by it in that fee year, FEES 4.2.1R and FEES 4.2.7ER to FEES 4.2.7KR will not apply to A in relation to the business of B.
If, before the date of acquisition or simple change of legal status, B had not paid any periodic fee that would have become payable by it in that fee year, FEES 4.2.1R and FEES 4.2.7ER to FEES 4.2.7KR will apply to A in relation to the business of B.
Periodic fees that would have become payable in that fee year include those which may have been dis-applied under FEES 4.3.13R.
Regardless of A’s valuation date:
if the acquisition or simple change of legal status takes place before B’s valuation date, then A must report the tariff data for, and pay fees or levies on, the transferred business up to the date of the transfer; and
if the acquisition or simple change of legal status takes place after B’s valuation date and B has not paid the relevant fees or levies, then the data should be reported and fees be paid by A as if the transfer had taken place immediately before the valuation (if B continues to be authorised, it should strip the transferred business out of its report)."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Cancellation and variation of Part 4A permission under Schedule 6A,"The FCA will not refund periodic fees if, after the start of the period to which they relate, a person’s Part 4A permission is cancelled under Schedule 6A or the person’s Part 4A permission is varied, reducing its permission under Schedule 6A (but see FEES 2.3 (Relieving Provisions))."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,"FEES 4.3 Periodic fee payable by firms (other than AIFM qualifiers, ICVCs and UCITS qualifiers)",Effect on periodic fees of annulment of cancellation or variation of permission under Schedule 6A,"Schedule 6A to the Act sets out a procedure to enable the FCA to cancel or vary the Part 4A permission of a person who it appears to the FCA is not carrying on a regulated activity. Paragraph 5 of Schedule 6A to the Act sets out a procedure for annulment of cancellation or variation of Part 4A permission in specified circumstances. It is for the FCA to decide whether it is just and reasonable to annul the decision to cancel a person’s permission or vary the permission to reduce its scope. Where the FCA grants an application for annulment, paragraph 6 of Schedule 6A sets out its effect. In particular, the cancellation or variation of Part 4A permission is treated as if it had never taken place. As a result of annulment, the periodic fees for the period during which the person’s Part 4A permission was cancelled or varied apply to the person."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"A firm (other than the Society or an MTF or OTF8 operator in relation to its MTF or OTF8 business5) must notify to the FCA (in its own capacity and, if applicable, in its capacity as collection agent for the PRA) the value (as at the valuation date specified in Part 5 of FEES 4 Annex 1AR6) of each element of business on which the periodic fee payable by the firm is to be calculated."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"A firm (other than the Society) must notify to the FCA (in its own capacity and, if applicable, in its capacity as collection agent for the PRA) the value (as at the valuation date specified in Part 5 of FEES 4 Annex 1AR) of each element of business on which the periodic fee payable by the firm is to be calculated."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"A firm (other than the Society) must send to the FCA (in its own capacity and, if applicable, in its capacity as collection agent for the PRA) in writing the information required under FEES 4.4.1 R as soon as reasonably practicable, and in any event within two months, after the date specified as the valuation date in Part 5 of FEES 4 Annex 1AR in relation to 9 fees payable to the FCA 6 (or FEES 4.2.7B R where applicable) unless FEES 4.4.2AR applies9."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"If a firm is a UK Solvency II firm, an incoming EEA firm or an incoming Treaty firm in activity group A.3 or A.4 and the PRA or the FCA has either:
not received the necessary tariff data on a timely basis in line with Part 3 and 5 of FEES 4 Annex 1AR; or
deemed the tariff data received to be incomplete or insufficiently reliable, by reference to a specific firm or across all or part of the activity group,
the FCA may use tariff data from the previous reporting period for the periodic fees calculation."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"If a firm is a UK Solvency II firm11 in activity group A.3 or A.4 and the PRA or the FCA has either: not received the necessary tariff data on a timely basis in line with Part 3 and 5 of FEES 4 Annex 1AR; or deemed the tariff data received to be incomplete or insufficiently reliable, by reference to a specific firm or across all or part of the activity group, the FCA may use tariff data from the previous reporting period for the periodic fees calculation."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"For firms in activity group A.3 and A.4, if the data source specified in the applicable tariff base in Part 3 of FEES 4 Annex 1AR is not available to the PRA or FCA for any reason and the same data is available to the PRA or FCA from an alternative source, the FCA may use that alternative source to calculate the tariff rates under FEES 4 Annex 2AR."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"To the extent that a firm has provided the information required by this section as part of its compliance with another provision of the Handbook, it is deemed to have complied with the provisions of this section."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"In most cases a firm will provide the information required by this section as part of its compliance with the provisions of SUP. To the extent that the FCA does not obtain sufficient, or sufficiently detailed, information it 6 may seek this by using the general information gathering powers (see SUP 2 (Information gathering by the FCA or PRA 6 on its own initiative))."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"For an incoming EEA firm or an incoming Treaty firm, the information required under FEES 4.4 is limited to the regulated activities of the firm which are carried on in the United Kingdom, except those provided on a cross border services basis."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,The obligations of a firm to supply information as set out in FEES 4.4.1 R and FEES 4.4.2 R do not apply in respect of any of its payment services business.
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,,"Where the FCA grants a person’s application for annulment of a cancellation or variation of Part 4A permission under Schedule 6A to the Act and on the date the annulment has effect the date for notification to the FCA referred to in FEES 4.4.2R of the information on which a person’s periodic fee is calculated has passed, the date for compliance referred to in FEES 4.4.2R does not apply, but the person must comply with FEES 4.4.1R and FEES 4.4.2R within 2 months after the date on which the annulment takes effect."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,Information relating to payment services and the issuance of electronic money4,"A fee-paying payment service provider and a fee-paying electronic money issuer4 must notify to the FCA the value (as at the valuation date specified in Part 4 of FEES 4 Annex 11) of each element of business on which the periodic fee (other than a flat fee)4 payable by the firm under 1 R4 is to be calculated, including any payment services carried on by its agents from an establishment in the United Kingdom."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,Information relating to payment services and the issuance of electronic money4,"A firm4 must send to the FCA in writing the information required under FEES 4.4.7 D as soon as reasonably practicable, and in any event within two months, after the date specified as the valuation date in Part 4 of FEES 4 Annex 11."
High Level Standards,FEES Fees Manual,FEES 4 Periodic fees,FEES 4.4 Information on which fees are calculated,Information relating to payment services and the issuance of electronic money4,"To the extent that a firm4 has provided the information required by FEES 4.4.7 D to the FCA as part of its compliance with another provision of the Handbook, it is deemed to have complied with the provisions of that direction.4"
